User,Rating,Review,Date
Aris Dianto,1,"JANGAN DOWNLOAD ,,, APLIKASII BANGKEK INI MAHH",2024-07-09 15:54:50
Ricky Martin,1,App ini penipu,2024-06-24 10:55:47
Gita Octavia,1,tolong buatkan temu di Indonesia dongg :(,2023-04-12 12:22:19
Adi Hoir,1,"Kasih 1 buntang,Ini aplikasi apa gwe kurang pahsm",2023-11-25 05:19:17
Wawan Setiawan,1,Kenapa tidak berlaku di Indonesia,2024-06-25 15:21:52
irfan irfan,1,aplikasi.susah di pahami..manusia.aliyen.yang paham apl.ini,2024-07-21 19:27:02
ndik,1,Di indonesia belom ada,2024-08-19 20:22:19
Gerent rent,1,Apa yang di cari apa lah yang keluar,2023-12-30 12:05:17
Jesslyn Jesslyn,1,Boleh gk sih tambahin Indonesia?,2023-06-10 12:10:54
Sahar,1,Dah ah males,2024-05-04 16:34:48
Aris Saputra,1,Pembohong aplikasi tolol,2024-09-18 07:36:31
Budi Anggara,1,Gak bermanfaat,2024-10-06 06:51:22
Temy Michio,1,Kasih 1 bintang dulu kalau bagus saya kasih Next star lgi,2024-03-31 05:24:19
Candra Jayadi,1,Tak dapat COD,2024-10-09 22:41:24
Syamsudin volker,1,Mana tau baru coba,2024-05-20 00:25:13
Ali Shidiq,1,Barang tidak sampai.,2023-10-17 05:47:20
Donal Dani,1,"Setuju pak Teten, jgn kasih izin",2024-09-04 23:33:14
Zxuann,1,Tdk usah dijelaskan,2024-10-09 10:38:28
Mbah Moesrejo,1,Saya kecawa beli barang disini,2024-09-09 21:58:20
dio apriman,1,Bikin capek doang,2023-09-27 20:02:00
Pai Xsari,1,"Males banyak kata,Biar bintang yg ngejelasin",2024-10-10 11:25:35
Young Entrepreneur,1,Penghancur UMKM,2024-10-08 00:24:47
Yayang Koswara,1,aplikasi rusak,2024-10-09 09:33:02
Asep Surandar,1,"lost package no refund compensation, app lots of bugs win at cheap price but quality 0 so stupid",2024-10-06 15:44:59
Jufan Said,1,"If it's not available for Indonesia, why should it be on the Indonesian Play Store? It's just a waste of time.",2024-10-05 17:35:23
Istme Deriel 12,1,I think it's much cheaper on Shopee. And the materials sold are the same,2024-10-03 21:00:46
Kucing Oncom V2,1,Merusak umkm,2024-10-04 06:11:28
Agus Karseno,1,Ok,2024-10-02 16:32:35
NADZ LOVE,1,Najis,2024-09-28 21:05:14
Novi Andani,1,So bad quality !!! Don't buy here !,2024-10-06 22:35:55
Ahmad Sulton,1,Aplikasi scam,2024-09-24 00:07:34
Doon 666,1,Apk guoblok,2024-09-24 14:27:10
Irawan Project,1,pembodohan,2024-09-26 22:50:21
Ronal Surjaka,1,this apps scamer terlalu bnyak iklan THIS APPS NO GOOD,2024-09-13 06:03:15
Jhonn Poter,1,Bohong....... Garatis² apaan,2024-09-18 20:08:36
Tgaring_Fs 271,1,全然まだ来ないよぉぉ、うちの注文期限超えちゃったよ,2024-09-12 10:14:08
Rindu Senja,1,very bad can't open,2024-09-13 13:38:44
Mus Tofa,1,Tipu,2024-09-11 19:06:49
Robby Sanjaya,1,crazy apps.. min order must 20Rm and the product not good quality. next lucky prize (iphone and others) is so scammer.. you never won Oranges Shop and Blue Shop better than this,2024-09-09 20:16:01
Ulfah Uswatun Khasanah,1,aplikasi sampah!!,2024-09-10 05:57:00
Mohd.al_ghafar Wahyu,1,Penipu,2024-09-05 17:58:09
devis ajo,1,Scammer,2024-09-03 11:15:48
Ginanjar Bangun sabekti,1,2500円以上の買上げで25000円クーポンもらえるって大きく書いてあったのに 2500円以上買ってからクーポンが出て来なかった。 荷物届いてからまたレビューするわ!,2024-08-30 21:20:57
King Reza,1,Apk tipu,2024-08-27 12:30:03
ryu ki,1,Jelek,2024-08-27 06:17:36
FahriCT,1,"I downloaded it because I was attracted by an ad on YouTube that said a free shock lock set if you download Temu now. but after I downloaded it from the ad, where is the free key offer?",2024-08-17 18:31:59
leon rey,1,日本に注文するときは注意してください。非常に高い金額で注文したのに、3週間近くも荷物が届きませんでした。そのサービスは顧客サービスを変えたり、何十回も同じ質問を繰り返したりして、実際に顧客を馬鹿にしています。回,2024-08-16 10:27:36
Angga Zarghan,1,Apk kuontuollll,2024-08-12 19:22:35
Ryan Difty,1,bad,2024-08-11 13:50:58
ari kurnia,1,I've been installed.but i can't complete my profile bcoz my country indonesia is unavailable. So when you make it available.,2024-08-07 10:15:34
Ibnu Ireng,1,I will update the star if Indonesia available,2024-08-06 18:25:18
Mamank Zazat,1,Not avaiable in indonesia,2024-07-29 15:32:01
Marcos Piring,1,"I'm annoyed with the service from your application, it's not honest!!! I checked out the goods so I could get the $100 promotional event, but in the end I was cheated, my last transaction was canceled so I couldn't receive the $100 promotion plus I had to wait 2-5 days to get my money back.",2024-07-28 21:15:32
Aku Clash of Clans,1,"The online shop is not complete, there are few vouchers for new users, like the Shopee shop, which gives many discount vouchers. At this meeting, I wanted to buy local cooking oil, but there wasn't any",2024-07-23 18:35:57
Wei Holland,1,Don't bought everything here just lost not arrived,2024-07-18 03:12:47
Morby Ageng,1,Indonesia not support,2024-07-17 22:28:25
Deka Putra (bang pron),1,Not in my country,2024-07-20 00:06:38
Pencuri Film,1,"which means free shopping and doing work assignments, namely planting up to 100 plants but it's my turn to do the 99.99% side, why do I go back to 99.90, it's really hard to find water, if you don't want to give away free shopping, don't make contests like this, dog",2024-07-04 06:45:43
mahendra prasetya,1,Gratis?,2024-07-07 13:47:13
Idrus Achmad,1,Cant buy no Indonesia there,2024-06-12 01:38:37
Dodo Markodo,1,Gk ada countryyyy indo woyyyy 🤣,2024-06-06 13:52:52
HARI,1,giving away items through games is a very bad lie,2024-06-02 07:52:39
raditya radit,1,Shipment to selected country only,2024-05-30 16:53:32
مكي حمود,1,٤سءءصسءص٢,2024-05-26 23:13:16
Iyan Guess,1,"Tidak ada brand seperti, levi's,guess,ck,timberland,nike,adidas, aplikasi brand cina.",2024-05-18 23:14:05
Kia Baelah,1,Indonesia is not available,2024-05-16 20:16:21
Laros Bwi151,1,Terbaik,2024-05-19 15:43:07
tedi,1,"I'm in the city of Sabah, Malaysia, delivery is taking a very long time, the goods haven't arrived for almost 2 weeks, don't buy on this application",2024-05-12 10:13:01
Bobby aryant,1,fooled there was no shipping to Indonesia,2024-05-10 01:49:03
M. Syaiful Huda,1,"I've already installed, but not support Indonesia region to deliver a good",2024-04-11 13:49:25
SANI santri Channel,1,The minimum order make not enjoy with temu,2024-03-30 22:50:58
Golem Wizard,1,My Country Not Support,2024-01-26 19:43:03
ZEE_TAZ,1,Where's Indonesia,2023-12-24 10:25:31
maria jesica,1,Aplikasi scam,2023-09-23 21:22:45
Anas Adani,1,"This Shopping application is not yet available for the country of Indonesia, please enter the country of Indonesia",2023-09-04 22:01:49
Stelly Revina,1,"It is really such a f*uc* apps.. offering many kinds of free things by playing the game but at the end what it needs is only asking to invite more friends. And not only one, but at least five friends. So this apps indirectly asking us to work for it to find new users.. no matter how many friends you try to find, you will never get the free items. This apps is just trying to fool everyone. Saying it gives and cuts price, cheap price bad quality !!!",2023-07-15 12:58:07
Deon Siagian,1,Indonesia : Bisa kah anda menambahkan Indonesia? Kami pengguna Indonesia kesusahan dalam menggunakan aplikasi ini. English : Can you add Indonesia? We Indonesian users have difficulty using this application.,2023-07-03 15:58:04
Charstx,1,No Indonesia Shipping?,2023-05-03 18:21:30
8A-29-Rafly Aditya Hermawan,1,"Plis make Indonesian can use this app, if there a update that make Indonesian can use this app il give 5 stars",2023-04-17 15:24:10
Faril Ferdiansyah,1,"Please add region Indonesia i live in Indonesia, after add region Indonesia i give five stars",2023-04-19 12:18:57
Lanita putri,1,Indonesia where,2023-04-14 05:36:49
Ninah Rahardja,1,For a while i had 1 stars because there wasn't a indonesia so i cant use this app,2023-04-01 13:20:43
ein,1,PLS SHIP THIS TO INDONESIA,2023-03-24 15:31:49
Namuri (Nam),1,Add Indonesia pls :(,2023-03-18 16:08:14
Jessie Precious,1,can you make for in Indonesia?,2023-03-17 11:05:06
Devin Davin,1,Scam,2022-12-13 06:49:19
Muhammad Syahrul Aziz,1,Scam,2022-10-16 04:19:53
bocah ruwet,1,"the promotion in this application is a scam, you won't actually have the promotion, it's just a way for us to share application info with other people for free, once again this is a scam!!!",2023-09-10 21:37:10
MUHAMMAD SOFYAN,1,I am from big country and big population number 4 in the world. Why my country unavailable in the list? I am from Indonesia. Sorry i has deleted this apps because useless.,2023-11-05 22:22:47
syailendra_ ZB,1,Im from indonesia i want to accept invitation but its using numberphine and there's no indonesia number +62 so i cant accept,2023-06-03 10:10:10
Ms.3Tch 03-2k,1,No Indonesian region. No rupiah currency. Not recommended. Fix uninstall.,2024-06-13 06:56:52
Hamdy Arifan Halim,1,"UI IX Design of the app is complicate, ugly, and difficult to understand",2023-12-05 01:35:40
Hasna Safa,1,Please add indonesia too. we want buy something from this app,2023-03-17 22:08:16
Aysha Edros,1,اسوء برنامج شفته غالي مره خايس ماتستاهل حتى نجمه وحده,2023-12-12 04:18:10
HUNTER WGC,1,Fake says the item is free until you have to pay,2024-07-13 18:33:09
Dodi Galih,1,country indonesia is not apk cacat,2024-06-22 20:21:25
TheThe Bethex,1,𝙎𝘼𝙈𝙋𝘼𝙃,2024-09-10 12:41:48
Musthofa Kamal,1,Not recommended. Nothing for indonesia country.,2024-06-13 07:09:34
Queena Insyira,1,"please,ship this to Indonesia.",2023-03-26 00:52:54
curious Traking,1,Indonesia is unavailable as well as the other Chinese market app,2024-08-01 08:20:09
KINKIN ABDULHAKIM (KINKIN ABDULHAKIM),1,so bad dificult to login,2024-05-02 21:10:03
Paulus Halim,1,CEPAT LAH BUKA DI INDONESIA,2024-10-10 11:20:51
ARZ29 (Arzhiki),1,Add indonesia number plssssss,2023-04-24 19:11:32
TOKO CODajee,1,Activate affiliates in Indonesia too,2024-06-15 09:56:36
Mhd aldianfahri,1,"Liar, scam app",2024-09-16 01:31:16
Madi Adi,1,Only Arabic language? Not understand,2024-02-09 00:15:21
Agus Susanto,1,"Lelet, buruk",2024-01-24 20:56:36
Rey Eugene,1,Temu indo dong,2023-06-09 14:40:59
Khaleed,1,Aplikasi marketing.....,2024-09-15 11:15:00
linda thendean,1,Kena Scam!!,2024-02-11 14:33:13
bebuca,1,遅い!!!,2024-08-02 16:46:09
Tsuyu Chan,1,babi,2023-09-24 16:00:29
lu je,1,No good,2024-09-24 10:43:35
Reihan Budiman,1,Apk sampah,2024-08-14 22:15:36
Ayang Ku,1,アプリ悪い,2024-08-08 10:31:34
Reza Zaki Mubarok,1,悪いアプリ　,2024-10-01 14:48:14
Hilman Manz,1,Aplikasi sampah,2024-10-09 21:16:52
Ja Reja,1,apk penipu,2024-09-18 03:48:24
Abu Asma,1,Nggk beres,2024-06-29 05:04:42
Ja Ja,1,Why i can't download,2023-03-18 13:49:13
moulighan akbar,1,Can't install,2024-06-23 08:08:18
Andini Dini,1,Delay,2024-01-17 01:07:57
Sitorue,1,The scam,2024-09-22 21:14:14
Auditio Lajari,1,Nguawor,2024-09-12 16:35:50
fadli lawrence,1,Penipuan,2024-09-26 15:11:51
X DANENDRA RazqaXX99 X,1,Pembohonkkk😡😡,2024-09-21 13:20:03
